title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
폴앤조 엘레강스 울블렌딩 벨티드 판쵸 가디건 26NEW,https://search.shopping.naver.com/catalog/58538266939,https://shopping-phinf.pstatic.net/main_5853826/58538266939.20260116183041.jpg,65900,,네이버,58538266939,1,폴앤조,폴앤조,패션의류,여성의류,니트,카디건
로엠 브이넥 가디건 RMCKF23R98,https://search.shopping.naver.com/catalog/52675721484,https://shopping-phinf.pstatic.net/main_5267572/52675721484.20260112162450.jpg,16340,,네이버,52675721484,1,로엠,이랜드,패션의류,여성의류,니트,카디건
지오다노 캐시블랜드 크루넥 긴팔 <b>니트</b> 스웨터 355912,https://search.shopping.naver.com/catalog/57767849917,https://shopping-phinf.pstatic.net/main_5776784/57767849917.20251114180755.jpg,19200,,네이버,57767849917,1,지오다노,지오다노,패션의류,여성의류,니트,풀오버
25FW 잭필드 남성 패턴 레이어드 셔츠 <b>니트</b> 3종,https://search.shopping.naver.com/catalog/58079145179,https://shopping-phinf.pstatic.net/main_5807914/58079145179.20260205074349.jpg,48860,,네이버,58079145179,1,잭필드,,패션의류,남성의류,니트,풀오버
르캐시미어 25FW 캐시미어 100 라운드 풀오버,https://search.shopping.naver.com/catalog/58090235909,https://shopping-phinf.pstatic.net/main_5809023/58090235909.20251230164429.jpg,70180,,네이버,58090235909,1,르캐시미어,,패션의류,여성의류,니트,풀오버
라코스테 링스링스 브이넥 가디건 AF4143 55N,https://search.shopping.naver.com/catalog/57248274366,https://shopping-phinf.pstatic.net/main_5724827/57248274366.20251016103722.jpg,159460,,네이버,57248274366,1,라코스테,,패션의류,여성의류,니트,카디건
르샵 플라워 나그랑 데일리 <b>니트</b> 가디건 dp4ck004a,https://search.shopping.naver.com/catalog/57245082835,https://shopping-phinf.pstatic.net/main_5724508/57245082835.20251016082739.jpg,16330,,네이버,57245082835,1,르샵,현우인터내셔날,패션의류,여성의류,니트,카디건
베버인 데님셔츠 일체형 레이어드 가디건 4col 가을 겨울 <b>니트</b> 카라 배색 제이플로우,https://smartstore.naver.com/main/products/12487936793,https://shopping-phinf.pstatic.net/main_9003244/90032447637.jpg,18900,,제이플로우,90032447637,2,제이플로우,,패션의류,여성의류,니트,카디건
로엠 캐시미어 가디건 RMCKF4TR01,https://search.shopping.naver.com/catalog/56599227714,https://shopping-phinf.pstatic.net/main_5659922/56599227714.20251017180535.jpg,34360,,네이버,56599227714,1,로엠,로엠,패션의류,여성의류,니트,카디건
드온도 슈퍼 파인 메리노 울 100 <b>니트</b> 브이넥 긴팔 티셔츠 25FW,https://smartstore.naver.com/main/products/10910958831,https://shopping-phinf.pstatic.net/main_8845546/88455464866.1.jpg,46800,,루나드엘,88455464866,2,,,패션의류,여성의류,니트,풀오버
온앤온 앙고라 <b>니트</b> 풀오버 NEK4XPA09,https://search.shopping.naver.com/catalog/54983669698,https://shopping-phinf.pstatic.net/main_5498366/54983669698.20251023152653.jpg,83650,,네이버,54983669698,1,온앤온,온엔온,패션의류,여성의류,니트,풀오버
GGPX 스팽글 포인트 <b>니트</b> 가디건 gpdck011d,https://search.shopping.naver.com/catalog/57285402765,https://shopping-phinf.pstatic.net/main_5728540/57285402765.20251019080455.jpg,17032,,네이버,57285402765,1,GGPX,디에스패션,패션의류,여성의류,니트,카디건
폴로 랄프로렌 남녀공용 하프집업 반집업 <b>니트</b> 스웨터,https://smartstore.naver.com/main/products/10871934616,https://shopping-phinf.pstatic.net/main_8841644/88416440629.jpg,109900,,브라이튼365,88416440629,2,폴로랄프로렌,폴로랄프로렌,패션의류,남성의류,니트,풀오버
조르쥬레쉬 조르쥬 레쉬 레인보우 버튼 가디건 3종,https://search.shopping.naver.com/catalog/58477326385,https://shopping-phinf.pstatic.net/main_5847732/58477326385.20260112161232.jpg,50500,,네이버,58477326385,1,조르쥬레쉬,,패션의류,여성의류,니트,카디건
올젠 메리노울 꽈배기 케이블 반집업 <b>니트</b> ZBF4EU1205,https://search.shopping.naver.com/catalog/56827653115,https://shopping-phinf.pstatic.net/main_5682765/56827653115.20251003145445.jpg,44720,,네이버,56827653115,1,올젠,올젠,패션의류,남성의류,니트,풀오버
